county,state_po,fips,x2008,x2012,x2016,x2008_margin,x2012_margin,x2016_margin
Washington,AL,01129,R,R,R,29.48,31.73,42.99
Wilcox,AL,01131,D,D,D,42.25,48.68,42.53
Winston,AL,01133,R,R,R,63.26,72.33,81.02
Arkansas,AR,05001,R,R,R,22.44,22.21,30.38
Ashley,AR,05003,R,R,R,28.12,25.35,36.25
Baxter,AR,05005,R,R,R,31.6,44.04,53.19
Benton,AR,05007,R,R,R,36.53,40.39,33.94
Boone,AR,05009,R,R,R,39.68,48,57.78
Bradley,AR,05011,R,R,R,14.4,18.76,23.19
Calhoun,AR,05013,R,R,R,34.78,36.71,40.41
Carroll,AR,05015,R,R,R,18.06,23.85,32.01
Chicot,AR,05017,D,D,D,17.74,22.45,15.18
Clark,AR,05019,R,R,R,3.75,6.33,9.2
Clay,AR,05021,R,R,R,14.3,29.1,49.65
Cleburne,AR,05023,R,R,R,44.2,52.14,60.88
Cleveland,AR,05025,R,R,R,43.94,44.95,51.85
Columbia,AR,05027,R,R,R,24.14,23.62,26.06
Conway,AR,05029,R,R,R,18.95,19.52,27.66
Craighead,AR,05031,R,R,R,24.5,30.99,34.73
Crawford,AR,05033,R,R,R,46.03,49.85,54.33
Crittenden,AR,05035,D,D,D,14.68,14.89,9.06
Cross,AR,05037,R,R,R,25.43,29.79,37.61
Dallas,AR,05039,R,R,R,8.62,10.64,12.41
Desha,AR,05041,D,D,D,12.18,12.38,7.26
Drew,AR,05043,R,R,R,19.09,18.95,24.31
Faulkner,AR,05045,R,R,R,25.27,31.6,30.97
Franklin,AR,05047,R,R,R,39.26,44.42,54.11
Fulton,AR,05049,R,R,R,18.88,33.1,50.38
Garland,AR,05051,R,R,R,24.99,29.98,33.76
Grant,AR,05053,R,R,R,50.95,51.88,58.46
Greene,AR,05055,R,R,R,29.66,36.85,52.39
Hempstead,AR,05057,R,R,R,19.1,26.24,28.71
Hot Spring,AR,05059,R,R,R,24.43,29.01,42.05
Howard,AR,05061,R,R,R,24.99,31.85,38.64
Independence,AR,05063,R,R,R,37.13,43.94,51.82
Izard,AR,05065,R,R,R,26.85,38.86,53.76
Jackson,AR,05067,R,R,R,16.32,18.27,32.66
Jefferson,AR,05069,D,D,D,26.31,29.03,25.19
Johnson,AR,05071,R,R,R,23.08,27.97,40.21
Lafayette,AR,05073,R,R,R,19.02,18.44,25.38
Lawrence,AR,05075,R,R,R,20.91,31.55,49.27
Lee,AR,05077,D,D,D,21.5,24.15,16.72
Lincoln,AR,05079,R,R,R,18.23,20.77,31.44
Little River,AR,05081,R,R,R,29,36.29,42.24
Logan,AR,05083,R,R,R,38.75,41.88,50.89
Lonoke,AR,05085,R,R,R,47.49,50.82,52.75
Madison,AR,05087,R,R,R,28.89,32.95,48.82
Marion,AR,05089,R,R,R,29.88,38.82,54.9
Miller,AR,05091,R,R,R,33.49,39.82,43.63
Mississippi,AR,05093,R,R,R,2.21,1.02,10.53
Monroe,AR,05095,R,R,R,4.03,0.06,6.14
Montgomery,AR,05097,R,R,R,35.15,42.57,53.25
Nevada,AR,05099,R,R,R,16.18,20.15,25.97
Newton,AR,05101,R,R,R,35.51,41.38,57.98
Ouachita,AR,05103,R,R,R,10.85,8.61,10.37
Perry,AR,05105,R,R,R,32.51,35.4,45.49
Phillips,AR,05107,D,D,D,28.97,32.84,26.81
Pike,AR,05109,R,R,R,41.3,52.69,61.92
Poinsett,AR,05111,R,R,R,27.26,34.18,46.9
Polk,AR,05113,R,R,R,45.78,56.94,65.68
Pope,AR,05115,R,R,R,43.33,47.15,49.87
Prairie,AR,05117,R,R,R,34.75,40.53,49.1
Pulaski,AR,05119,D,D,D,11.55,11.46,17.72
Randolph,AR,05121,R,R,R,18.14,27.79,48.35
Saline,AR,05125,R,R,R,40.95,42.7,43.39
Scott,AR,05127,R,R,R,43.5,47.64,60.66
Searcy,AR,05129,R,R,R,45.88,51.03,63.14
Sebastian,AR,05131,R,R,R,34.63,37.08,37.7
Sevier,AR,05133,R,R,R,40.04,48.36,48.38
Sharp,AR,05135,R,R,R,28.94,38.84,54.28
St. Francis,AR,05123,D,D,D,16.51,18.44,11.25
Stone,AR,05137,R,R,R,36.36,45.2,51.8
Union,AR,05139,R,R,R,26.12,26.22,27.23
Van Buren,AR,05141,R,R,R,31.7,39.39,52.23
Washington,AR,05143,R,R,R,13.08,16.25,9.91
White,AR,05145,R,R,R,47.25,53.73,58.44
Woodruff,AR,05147,D,D,R,7.46,4.21,8.91
Yell,AR,05149,R,R,R,29.9,38.83,48.58
Apache,AZ,04001,D,D,D,28.19,34.42,31.97
Cochise,AZ,04003,R,R,R,20.65,22.35,21.28
Coconino,AZ,04005,D,D,D,17.02,15.54,18.89
Gila,AZ,04007,R,R,R,27.81,26.75,19.56
Graham,AZ,04009,R,R,R,40.72,37.68,23.26
Greenlee,AZ,04011,R,R,R,18.78,9.48,15.41
La Paz,AZ,04012,R,R,R,28.46,32.08,40.8
Maricopa,AZ,04013,R,R,R,10.57,10.72,2.84
Mohave,AZ,04015,R,R,R,32.9,42.33,51.07
Navajo,AZ,04017,R,R,R,11.68,7.87,10.22
Pima,AZ,04019,D,D,D,6.06,6.93,13.57
Pinal,AZ,04021,R,R,R,14.46,16.41,19.24
Santa Cruz,AZ,04023,D,D,D,31.31,37.79,47.42
Yavapai,AZ,04025,R,R,R,24.39,30.46,31.23
Yuma,AZ,04027,R,R,R,13.8,12.62,1.06
Alameda,CA,06001,D,D,D,59.51,60.69,64.03
Alpine,CA,06003,D,D,D,24.57,23.43,19.44
Amador,CA,06005,R,R,R,14.61,19.55,25.27
Butte,CA,06007,D,R,R,2.35,1.99,3.74
Calaveras,CA,06009,R,R,R,12.97,16.96,24.06
Colusa,CA,06011,R,R,R,18.11,21.33,13.42
Contra Costa,CA,06013,D,D,D,37.76,35.21,43.62
Del Norte,CA,06015,R,R,R,6.76,9.38,17.25
El Dorado,CA,06017,R,R,R,10.53,17.81,13.72
Fresno,CA,06019,D,D,D,2.09,1.79,6.12
Glenn,CA,06021,R,R,R,22.03,25.31,28.75
Humboldt,CA,06023,D,D,D,28.21,27.2,25.03
Imperial,CA,06025,D,D,D,26.16,32.05,41.51
Inyo,CA,06027,R,R,R,9.14,11.42,13.52
Kern,CA,06029,R,R,R,17.75,16.76,12.65
Kings,CA,06031,R,R,R,14.14,14.93,13.2
Lake,CA,06033,D,D,D,19.26,16.94,3.66
Lassen,CA,06035,R,R,R,34.22,39.72,50.84
Los Angeles,CA,06037,D,D,D,40.37,41.86,49.34
Madera,CA,06039,R,R,R,13.29,17.14,14.68
Marin,CA,06041,D,D,D,57.73,51.31,62.42
Mariposa,CA,06043,R,R,R,12.41,18.24,23.24
Mendocino,CA,06045,D,D,D,42.79,38.65,29.86
Merced,CA,06047,D,D,D,8.35,8.74,12.14
Modoc,CA,06049,R,R,R,37.74,41.8,48.02
Mono,CA,06051,D,D,D,13.27,8.65,12.55
Monterey,CA,06053,D,D,D,38.26,36.86,40.62
Napa,CA,06055,D,D,D,32.47,28.69,35.5
Nevada,CA,06057,D,R,D,5.31,0.63,4.89
Orange,CA,06059,R,R,D,2.56,6.23,8.59
Placer,CA,06061,R,R,R,11.28,19.32,11.83
Plumas,CA,06063,R,R,R,11.97,16.87,20.27
Riverside,CA,06065,D,D,D,2.31,1.65,5.38
Sacramento,CA,06067,D,D,D,19.02,18.96,24.36
San Benito,CA,06069,D,D,D,22.8,20.65,21.35
San Bernardino,CA,06071,D,D,D,6.32,7.35,10.64
San Diego,CA,06073,D,D,D,10.2,7.57,19.73
San Francisco,CA,06075,D,D,D,70.5,70.5,75.75
San Joaquin,CA,06077,D,D,D,10.68,13.7,14.36
San Luis Obispo,CA,06079,D,D,D,5.37,1.03,8.11
San Mateo,CA,06081,D,D,D,48.72,46.66,57.24
Santa Barbara,CA,06083,D,D,D,22.89,18.08,28.72
Santa Clara,CA,06085,D,D,D,40.9,42.91,52.13
Santa Cruz,CA,06087,D,D,D,57.66,55.59,56.52
Shasta,CA,06089,R,R,R,25.78,29.15,36.82
Sierra,CA,06091,R,R,R,20.84,22.45,24.43
Siskiyou,CA,06093,R,R,R,10.38,15.22,20.04
Solano,CA,06095,D,D,D,28.61,29.32,30.36
Sonoma,CA,06097,D,D,D,49.6,45.8,47.15
Stanislaus,CA,06099,D,D,D,1.73,2.75,1.83
Sutter,CA,06101,R,R,R,16.69,19.11,15.21
Tehama,CA,06103,R,R,R,24.14,27.42,36.33
Trinity,CA,06105,D,R,R,4.6,0.74,10.52
Tulare,CA,06107,R,R,R,15.33,15.04,9.54
Tuolumne,CA,06109,R,R,R,12.71,15.72,21.26
Ventura,CA,06111,D,D,D,12.29,7.03,17.65
Yolo,CA,06113,D,D,D,36.23,34.03,41.43
Yuba,CA,06115,R,R,R,14.68,18.09,22.87
Adams,CO,08001,D,D,D,18.36,16.84,8.51
Alamosa,CO,08003,D,D,D,14.09,16.47,2.06
Arapahoe,CO,08005,D,D,D,12.91,9.92,14.13
Archuleta,CO,08007,R,R,R,12.11,17.72,24.04
Baca,CO,08009,R,R,R,47.63,51.85,68.28
Bent,CO,08011,R,R,R,14.48,13.39,31.03
Boulder,CO,08013,D,D,D,46.14,41.84,48.33
Broomfield,CO,08014,D,D,D,11.58,5.97,14.23
Chaffee,CO,08015,R,D,R,0.12,0.15,4.47
Cheyenne,CO,08017,R,R,R,62.29,65.6,71.96
Clear Creek,CO,08019,D,D,D,17.89,12,2.63
Conejos,CO,08021,D,D,R,12.93,9.22,3.56
Costilla,CO,08023,D,D,D,48.91,48.67,29.06
Crowley,CO,08025,R,R,R,27.21,25.9,48.46
Custer,CO,08027,R,R,R,28.91,33.89,41.23
Delta,CO,08029,R,R,R,32.29,39.52,45.07
Denver,CO,08031,D,D,D,52.41,49.36,54.8
Dolores,CO,08033,R,R,R,36.89,42.17,55.94
Douglas,CO,08035,R,R,R,17.22,25.76,18.09
Eagle,CO,08037,D,D,D,23.13,14.92,20.26
El Paso,CO,08041,R,R,R,18.82,20.38,22.33
Elbert,CO,08039,R,R,R,40.05,47,53.64
Fremont,CO,08043,R,R,R,29.24,31.69,44.71
Garfield,CO,08045,R,R,R,0.01,5.04,7.03
Gilpin,CO,08047,D,D,D,21.24,16.36,1.9
Grand,CO,08049,R,R,R,1.1,6.95,13.23
Gunnison,CO,08051,D,D,D,27.34,19.65,19.54
Hinsdale,CO,08053,R,R,R,17.36,20.67,24.11
Huerfano,CO,08055,D,D,R,11.23,8.27,6.61
Jackson,CO,08057,R,R,R,38.01,45.28,53.19
Jefferson,CO,08059,D,D,D,8.99,4.85,6.87
Kiowa,CO,08061,R,R,R,55.4,68.09,74.5
Kit Carson,CO,08063,R,R,R,44.83,52.59,65.67
La Plata,CO,08067,D,D,D,16.28,9.23,9.43
Lake,CO,08065,D,D,D,26.02,24.38,10.82
Larimer,CO,08069,D,D,D,9.73,5.76,4.94
Las Animas,CO,08071,D,D,R,7.04,2.65,15.6
Lincoln,CO,08073,R,R,R,50.82,49.63,60.88
Logan,CO,08075,R,R,R,35.16,38,55.86
Mesa,CO,08077,R,R,R,29.54,32.39,36.12
Mineral,CO,08079,R,R,R,10.27,8.15,16.41
Moffat,CO,08081,R,R,R,43.48,54.56,67.91
Montezuma,CO,08083,R,R,R,19.45,23.21,30.18
Montrose,CO,08085,R,R,R,29.78,36.83,42.08
Morgan,CO,08087,R,R,R,24.03,24.96,41.76
Otero,CO,08089,R,R,R,10.5,8.97,23.49
Ouray,CO,08091,D,D,D,8.79,5.15,10.45
Park,CO,08093,R,R,R,6.88,14.67,26.05
Phillips,CO,08095,R,R,R,43.81,46.31,58.1
Pitkin,CO,08097,D,D,D,48.82,37.97,45.45
Prowers,CO,08099,R,R,R,33.72,35.18,46.75
Pueblo,CO,08101,D,D,R,14.97,13.99,0.5
Rio Blanco,CO,08103,R,R,R,56.63,64,68.26
Rio Grande,CO,08105,R,R,R,8.85,7.95,19.59
Routt,CO,08107,D,D,D,26.86,15.6,16.95
Saguache,CO,08109,D,D,D,28.29,30.72,9.52
San Juan,CO,08111,D,D,D,9.27,10.67,9.88
San Miguel,CO,08113,D,D,D,55.54,43.19,44.86
Sedgwick,CO,08115,R,R,R,28.79,34.53,54.84
Summit,CO,08117,D,D,D,33.02,24.66,27.56
Teller,CO,08119,R,R,R,28.15,32.59,42.52
Washington,CO,08121,R,R,R,56.51,62.06,73.29
Weld,CO,08123,R,R,R,8.72,12.71,22.25
Yuma,CO,08125,R,R,R,48.38,54.69,65.21
Fairfield,CT,09001,D,D,D,18.12,10.63,19.89
Hartford,CT,09003,D,D,D,31.47,25.85,22.67
Litchfield,CT,09005,D,R,R,4.92,3.62,13.62
Middlesex,CT,09007,D,D,D,23.02,15.88,7.32
New Haven,CT,09009,D,D,D,23.15,22.33,12.29
New London,CT,09011,D,D,D,21.07,18.27,6.65
Tolland,CT,09013,D,D,D,20.83,13.28,5.57
Windham,CT,09015,D,D,R,22.97,13.31,7.78
Kent,DE,10001,D,D,R,9.81,4.94,4.88
New Castle,DE,10003,D,D,D,40.62,34.07,29.5
Sussex,DE,10005,R,R,R,8.58,13.03,21.96
Alachua,FL,12001,D,D,D,21.55,17.36,22.54
Baker,FL,12003,R,R,R,57.37,58.62,64.76
Bay,FL,12005,R,R,R,40.71,43.61,46.19
Bradford,FL,12007,R,R,R,40.3,42.06,49.5
Brevard,FL,12009,R,R,R,10.41,12.71,19.75
Broward,FL,12011,D,D,D,34.73,34.93,35.14
Calhoun,FL,12013,R,R,R,40.42,43.92,56.14
Charlotte,FL,12015,R,R,R,7.25,14.28,27.78
Citrus,FL,12017,R,R,R,16.08,21.91,39.73
Clay,FL,12019,R,R,R,42.83,45.83,44.27
Collier,FL,12021,R,R,R,22.49,30.06,25.96
Columbia,FL,12023,R,R,R,33.77,36.69,44.47
Desoto,FL,12027,R,R,R,12.33,14.32,27.7
Dixie,FL,12029,R,R,R,45,46.88,63.2
Duval,FL,12031,R,R,R,1.9,3.61,1.38
Escambia,FL,12033,R,R,R,19.32,20.56,20.56
Flagler,FL,12035,D,R,R,1.58,7.44,20.56
Franklin,FL,12037,R,R,R,27.93,31.51,39.58
Gadsden,FL,12039,D,D,D,38.96,40.62,37.5
Gilchrist,FL,12041,R,R,R,46.81,50.98,62.73
Glades,FL,12043,R,R,R,20.16,18.58,39.63
Gulf,FL,12045,R,R,R,39.29,41.94,49.49
Hamilton,FL,12047,R,R,R,14.59,16.83,28.19
Hardee,FL,12049,R,R,R,29.61,30.9,40.79
Hendry,FL,12051,R,R,R,7.19,5.93,14.22
Hernando,FL,12053,R,R,R,3.57,8.5,28.97
Highlands,FL,12055,R,R,R,18.06,23.01,32.02
Hillsborough,FL,12057,D,D,D,7.13,6.69,6.86
Holmes,FL,12059,R,R,R,65.05,68.35,77.87
Indian River,FL,12061,R,R,R,14.83,22.33,24.47
Jackson,FL,12063,R,R,R,28.04,29.01,37.36
Jefferson,FL,12065,D,D,R,3.66,1.75,5.09
Lafayette,FL,12067,R,R,R,60.64,58.28,67.54
Lake,FL,12069,R,R,R,13.51,17.14,23.08
Lee,FL,12071,R,R,R,10.36,16.53,20.42
Leon,FL,12073,D,D,D,24.25,23.64,25.14
Levy,FL,12075,R,R,R,26.93,32.26,44.72
Liberty,FL,12077,R,R,R,44.05,41.38,57.4
Madison,FL,12079,R,R,R,3.08,3.42,15.58
Manatee,FL,12081,R,R,R,7.03,12.46,17.17
Marion,FL,12083,R,R,R,11.6,16.24,26.21
Martin,FL,12085,R,R,R,13.58,22.92,26.83
Miami-Dade,FL,12086,D,D,D,16.13,23.73,29.6
Monroe,FL,12087,D,D,R,4.9,0.44,6.9
Nassau,FL,12089,R,R,R,43.82,48.55,50.2
Okaloosa,FL,12091,R,R,R,44.93,49.31,47.71
Okeechobee,FL,12093,R,R,R,19.19,20.06,39.53
Orange,FL,12095,D,D,D,18.62,18.24,24.65
Osceola,FL,12097,D,D,D,19.74,24.51,25.08
Palm Beach,FL,12099,D,D,D,22.9,17.02,15.44
Pasco,FL,12101,R,R,R,3.58,6.63,21.55
Pinellas,FL,12103,D,D,R,8.25,5.65,1.12
Polk,FL,12105,R,R,R,6.13,6.82,14.07
Putnam,FL,12107,R,R,R,19.3,24.45,36.37
Santa Rosa,FL,12113,R,R,R,47.91,52.6,53.42
Sarasota,FL,12115,R,R,R,0.1,7.42,11.6
Seminole,FL,12117,R,R,R,2.79,6.47,1.57
St. Johns,FL,12109,R,R,R,31.59,37.74,33.39
St. Lucie,FL,12111,D,D,R,12.12,7.86,2.42
Sumter,FL,12119,R,R,R,27.03,34.92,39.25
Suwannee,FL,12121,R,R,R,43.13,44.93,55.22
Taylor,FL,12123,R,R,R,39.01,38.21,51.43
Union,FL,12125,R,R,R,49.84,48.97,62.42
Volusia,FL,12127,D,R,R,5.68,1.17,13
Wakulla,FL,12129,R,R,R,24.81,28.07,40.15
Walton,FL,12131,R,R,R,45.8,52.01,56.13
Washington,FL,12133,R,R,R,47.75,47.44,57.13
Appling,GA,13001,R,R,R,46.3,49.04,57.9
Atkinson,GA,13003,R,R,R,34.54,34.73,45.25
Bacon,GA,13005,R,R,R,57.69,58.56,68.56
Baker,GA,13007,D,D,R,1.07,0.57,8.68
Baldwin,GA,13009,D,D,D,4.62,5.51,1.69
Banks,GA,13011,R,R,R,65.58,73.83,78.14
Barrow,GA,13013,R,R,R,44.62,50.39,49.99
Bartow,GA,13015,R,R,R,45.2,51.62,54.86
Ben Hill,GA,13017,R,R,R,13.7,14.84,27.59
Berrien,GA,13019,R,R,R,53.19,57.57,66.39
Bibb,GA,13021,D,D,D,18.01,20.03,20.36
Bleckley,GA,13023,R,R,R,44.9,47.24,52.63
Brantley,GA,13025,R,R,R,63.1,67.06,78.53
Brooks,GA,13027,R,R,R,13.51,6.17,18.51
Bryan,GA,13029,R,R,R,42.63,43.51,42.94
Bulloch,GA,13031,R,R,R,19.18,19.02,23.05
Burke,GA,13033,D,D,D,9.24,11.29,2.57
Butts,GA,13035,R,R,R,31.7,35.58,43.63
Calhoun,GA,13037,D,D,D,21.71,18.97,17.23
Camden,GA,13039,R,R,R,23.53,27.61,33.75
Candler,GA,13043,R,R,R,30.61,33.65,43.53
Carroll,GA,13045,R,R,R,32.94,37.53,39.81
Catoosa,GA,13047,R,R,R,49.78,52.76,60.19
Charlton,GA,13049,R,R,R,34.44,35.33,48.48
Chatham,GA,13051,D,D,D,14.45,12.01,14.8
Chattahoochee,GA,13053,D,R,R,1.15,0.4,11.29
Chattooga,GA,13055,R,R,R,35.83,41.17,58.76
Cherokee,GA,13057,R,R,R,51.11,57.7,49.46
Clarke,GA,13059,D,D,D,31.33,28.78,37.54
Clay,GA,13061,D,D,D,22.29,23.18,10.29
Clayton,GA,13063,D,D,D,66.39,70.07,70.62
Clinch,GA,13065,R,R,R,25.56,30.18,42.4
Cobb,GA,13067,R,R,D,9.43,12.45,2.18
Coffee,GA,13069,R,R,R,29.54,29,39.48
Colquitt,GA,13071,R,R,R,37.56,39.54,47.23
Columbia,GA,13073,R,R,R,42.67,42.96,37.38
Cook,GA,13075,R,R,R,28.92,31.39,40
Coweta,GA,13077,R,R,R,41.18,44.07,42.03
Crawford,GA,13079,R,R,R,29.12,32.38,42.77
Crisp,GA,13081,R,R,R,17.74,13.72,22.79
Dade,GA,13083,R,R,R,48.24,50.83,65.46
Dawson,GA,13085,R,R,R,66.27,74.25,71.84
Decatur,GA,13087,R,R,R,14.13,11.76,18.43
DeKalb,GA,13089,D,D,D,58.64,56.76,63.51
Dodge,GA,13091,R,R,R,35.9,35.85,45.4
Dooly,GA,13093,D,D,R,3.53,6.98,2.05
Dougherty,GA,13095,D,D,D,34.98,39.15,38.37
Douglas,GA,13097,D,D,D,1.84,3.98,10.72
Early,GA,13099,R,D,R,2.02,3.89,8.03
Echols,GA,13101,R,R,R,65.71,67.51,72
Effingham,GA,13103,R,R,R,50.67,51.16,55.51
Elbert,GA,13105,R,R,R,18.06,20.61,34.47
Emanuel,GA,13107,R,R,R,24.78,26.88,36.9
Evans,GA,13109,R,R,R,28.22,28.07,35.26
Fannin,GA,13111,R,R,R,49.09,58.19,65.26
Fayette,GA,13113,R,R,R,30.66,31.31,19.31
Floyd,GA,13115,R,R,R,36.36,39.88,43.21
Forsyth,GA,13117,R,R,R,58.06,62.81,47.23
Franklin,GA,13119,R,R,R,51.47,59.46,68.35
Fulton,GA,13121,D,D,D,34.97,29.78,41.56
Gilmer,GA,13123,R,R,R,51.97,63.24,66.64
Glascock,GA,13125,R,R,R,69.47,71.94,78.92
Glynn,GA,13127,R,R,R,23.4,26.99,28.42
Gordon,GA,13129,R,R,R,50.24,57.74,63.35
Grady,GA,13131,R,R,R,23.88,26.66,33
Greene,GA,13133,R,R,R,15.07,22.47,25.88
Gwinnett,GA,13135,R,R,D,10.24,9.22,5.84
Habersham,GA,13137,R,R,R,59.87,67.38,65.92
Hall,GA,13139,R,R,R,50.9,56.19,50.29
Hancock,GA,13141,D,D,D,63.08,62.11,51.9
Haralson,GA,13143,R,R,R,57.76,64.16,71.41
Harris,GA,13145,R,R,R,43.36,45.53,47.57
Hart,GA,13147,R,R,R,31.71,38.35,46.47
Heard,GA,13149,R,R,R,49.49,53.02,62.21
Henry,GA,13151,R,R,D,7.47,3.3,4.39
Houston,GA,13153,R,R,R,20.2,20.6,21.43
Irwin,GA,13155,R,R,R,36.78,37.67,49.73
Jackson,GA,13157,R,R,R,55.86,62.85,63.6
Jasper,GA,13159,R,R,R,33.55,37.99,46.58
Jeff Davis,GA,13161,R,R,R,47.57,50.99,62.85
Jefferson,GA,13163,D,D,D,15.04,17.29,10.88
Jenkins,GA,13165,R,R,R,13.2,11.77,25.26
Johnson,GA,13167,R,R,R,33.67,30.09,37.52
Jones,GA,13169,R,R,R,25.81,28.67,34.61
Lamar,GA,13171,R,R,R,27.59,30.26,38.36
Lanier,GA,13173,R,R,R,25.23,23.76,41.03
Laurens,GA,13175,R,R,R,21.48,22.63,28.98
Lee,GA,13177,R,R,R,52.15,52.23,52.86
Liberty,GA,13179,D,D,D,28.37,30.25,21.2
Lincoln,GA,13181,R,R,R,24.48,27.59,36.23
Long,GA,13183,R,R,R,24.09,22.72,30.75
Lowndes,GA,13185,R,R,R,9.29,9.86,17.38
Lumpkin,GA,13187,R,R,R,51.83,60.45,59.55
Macon,GA,13193,D,D,D,30.88,34.85,27.18
Madison,GA,13195,R,R,R,46.29,53.58,56.48
Marion,GA,13197,R,R,R,12.26,10.13,22.19
McDuffie,GA,13189,R,R,R,14.78,14.92,18.7
McIntosh,GA,13191,R,R,R,6.05,8.59,20.06
Meriwether,GA,13199,R,R,R,5.44,5.67,15.38
Miller,GA,13201,R,R,R,39.48,37.95,49.84
Mitchell,GA,13205,R,R,R,4.05,0.89,9.97
Monroe,GA,13207,R,R,R,31.55,37.27,41.47
Montgomery,GA,13209,R,R,R,41.11,39.85,50.98
Morgan,GA,13211,R,R,R,31.65,38.03,41.12
Murray,GA,13213,R,R,R,45.28,52.61,68.56
Muscogee,GA,13215,D,D,D,19.7,21.33,18.65
Newton,GA,13217,D,D,D,1.18,2.01,2.34
Oconee,GA,13219,R,R,R,42.58,48.7,38.93
Oglethorpe,GA,13221,R,R,R,29.66,37.25,41.86
Paulding,GA,13223,R,R,R,38.54,43.59,41.05
Peach,GA,13225,D,D,R,6.75,7.48,2.91
Pickens,GA,13227,R,R,R,57.95,67.6,68.9
Pierce,GA,13229,R,R,R,62.54,66.36,73.85
Pike,GA,13231,R,R,R,60.61,65.51,69.2
Polk,GA,13233,R,R,R,41.08,45.53,57.31
Pulaski,GA,13235,R,R,R,29.75,33.27,36.98
Putnam,GA,13237,R,R,R,31.36,35.66,39.9
Quitman,GA,13239,D,D,R,7.9,9.04,10.92
Rabun,GA,13241,R,R,R,45.87,56.21,60.6
Randolph,GA,13243,D,D,D,14.4,16.32,11.28
Richmond,GA,13245,D,D,D,31.84,33.81,32.25
